0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
360	1170	0	90
360	1170	0	60
360	1170	0	30
900	1170	0	30
900	1170	0	120
630	900	0	30
900	1170	0	30
630	900	0	75
630	900	0	60
360	630	0	90
630	900	0	30
360	1170	0	60
360	1170	0	90
360	630	0	90
630	900	0	30
360	630	0	30
900	1170	0	45
900	1170	0	30
630	900	0	30
900	1170	0	30
900	1170	0	30
630	900	0	60
360	630	0	45
630	900	0	30
630	900	0	75
630	900	0	120
900	1170	0	90
360	1170	0	75
630	900	0	30
360	630	0	75
360	630	0	60
360	1170	0	30
360	1170	0	60
900	1170	0	45
360	1170	0	30
900	1170	0	30
360	1170	0	30
360	1170	0	30
360	630	0	30
360	630	0	60
630	900	0	60
630	900	0	30
360	630	0	60
900	1170	0	90
360	630	0	60
900	1170	0	75
360	1170	0	30
630	900	0	30
630	900	0	30
630	900	0	30
900	1170	0	30
