Iter	OF	   WalkingTime 	  driverCost   HHCcost   travelTime  	waitingTime
	0,00	2729,00	99,00	1189,00	2120,00	1511,00	609,00
	1,00	2171,00	48,00	1372,00	1593,00	1015,00	578,00
	2,00	2171,00	48,00	1372,00	1593,00	1015,00	578,00
	3,00	2171,00	48,00	1372,00	1593,00	1015,00	578,00
	4,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	5,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	6,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	7,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	8,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	9,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	10,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	11,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	12,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	13,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	14,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	15,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	16,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	17,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	18,00	2141,00	97,00	1186,00	1594,00	1047,00	547,00
	19,00	1934,00	11,00	1436,00	1383,00	832,00	551,00
	20,00	1934,00	11,00	1436,00	1383,00	832,00	551,00
	21,00	1934,00	11,00	1436,00	1383,00	832,00	551,00
	22,00	1934,00	11,00	1436,00	1383,00	832,00	551,00
	23,00	1934,00	11,00	1436,00	1383,00	832,00	551,00
	24,00	1934,00	11,00	1436,00	1383,00	832,00	551,00
	25,00	1934,00	11,00	1436,00	1383,00	832,00	551,00
	26,00	1934,00	11,00	1436,00	1383,00	832,00	551,00
	27,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	28,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	29,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	30,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	31,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	32,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	33,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	34,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	35,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	36,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	37,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	38,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	39,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	40,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	41,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	42,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	43,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	44,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	45,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	46,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	47,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	48,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	49,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	50,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	51,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	52,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	53,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	54,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	55,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	56,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	57,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	58,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	59,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	60,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	61,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	62,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	63,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	64,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	65,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	66,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	67,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	68,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	69,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	70,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	71,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	72,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	73,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	74,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	75,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	76,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
	77,00	1900,00	65,00	1239,00	1353,00	806,00	547,00
