0	0	0	0
360	1170	2	30
360	1170	3	30
360	1170	2	75
360	1170	2	75
360	1170	3	30
360	1170	2	60
360	1170	3	45
360	1170	3	45
360	1170	3	60
360	1170	2	30
360	1170	3	30
360	1170	2	75
360	1170	2	30
360	1170	2	30
360	1170	1	90
360	1170	2	30
360	1170	1	90
360	1170	1	30
360	1170	1	60
360	1170	1	120
360	1170	3	30
360	1170	1	30
360	1170	1	60
360	1170	1	90
360	1170	1	60
360	1170	1	90
360	1170	1	60
360	1170	1	90
360	1170	3	30
360	1170	1	30
360	1170	2	90
360	1170	2	90
360	1170	3	45
360	1170	3	30
360	1170	3	45
360	1170	2	90
360	1170	2	30
360	1170	1	30
360	1170	1	90
360	1170	1	30
360	1170	1	30
360	1170	1	30
360	1170	1	30
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
480	480	0	60
540	540	0	60
540	540	0	75
420	420	0	90
660	660	0	30
600	600	0	45
540	540	0	30
540	540	0	60
480	480	0	60
540	540	0	60
660	660	0	60
540	540	0	30
660	660	0	90
480	480	0	120
600	600	0	30
600	600	0	30
660	660	0	60
480	480	0	90
540	540	0	45
540	540	0	30
420	420	0	30
480	480	0	30
660	660	0	90
660	660	0	30
660	660	0	60
